Source;Target;Type;Id;Weight
41;157;Undirected;231;1
41;172;Undirected;232;1
41;70;Undirected;233;1
41;200;Undirected;234;1
41;205;Undirected;235;1
41;19;Undirected;236;1
41;87;Undirected;237;1
41;193;Undirected;238;1
41;131;Undirected;239;1
41;171;Undirected;240;1
41;168;Undirected;241;1
41;9;Undirected;242;1
41;69;Undirected;243;1
41;28;Undirected;244;1
41;35;Undirected;245;1
41;111;Undirected;246;1
41;49;Undirected;247;1
41;226;Undirected;248;1
41;214;Undirected;249;1
41;169;Undirected;250;1
41;223;Undirected;251;1
41;48;Undirected;252;1
41;119;Undirected;253;1
41;44;Undirected;254;1
41;152;Undirected;255;1
41;4;Undirected;256;1
41;10;Undirected;257;1
41;97;Undirected;258;1
41;22;Undirected;259;1
41;195;Undirected;260;1
41;136;Undirected;261;1
41;197;Undirected;262;1
41;101;Undirected;263;1
41;109;Undirected;264;1
41;120;Undirected;265;1
41;104;Undirected;266;1
41;0;Undirected;267;1
41;30;Undirected;268;1
41;132;Undirected;269;1
41;185;Undirected;270;1
41;80;Undirected;271;1
41;204;Undirected;272;1
41;123;Undirected;273;1
41;211;Undirected;274;1
41;102;Undirected;275;1
41;219;Undirected;276;1
41;128;Undirected;277;1
41;189;Undirected;278;1
41;165;Undirected;279;1
41;2;Undirected;280;1
41;130;Undirected;281;1
41;176;Undirected;282;1
41;173;Undirected;283;1
41;45;Undirected;284;1
41;203;Undirected;285;1
41;86;Undirected;286;1
41;98;Undirected;287;1
41;77;Undirected;288;1
42;18;Undirected;289;1
43;136;Undirected;290;1
43;11;Undirected;291;1
43;154;Undirected;292;1
43;80;Undirected;293;1
44;192;Undirected;294;1
44;154;Undirected;295;1
44;131;Undirected;296;1
44;50;Undirected;297;1
44;130;Undirected;298;1
44;21;Undirected;299;1
44;95;Undirected;300;1
44;41;Undirected;301;1
44;136;Undirected;302;1
44;70;Undirected;303;1
44;80;Undirected;304;1
44;71;Undirected;305;1
44;77;Undirected;306;1
45;25;Undirected;307;1
45;84;Undirected;308;1
45;189;Undirected;309;1
45;50;Undirected;310;1
45;130;Undirected;311;1
45;41;Undirected;312;1
45;83;Undirected;313;1
45;136;Undirected;314;1
45;43;Undirected;315;1
45;109;Undirected;316;1
45;180;Undirected;317;1
45;132;Undirected;318;1
45;80;Undirected;319;1
45;123;Undirected;320;1
46;130;Undirected;321;1
46;133;Undirected;322;1
47;18;Undirected;323;1
48;192;Undirected;324;1
48;205;Undirected;325;1
48;11;Undirected;326;1
48;154;Undirected;327;1
48;84;Undirected;328;1
48;65;Undirected;329;1
48;50;Undirected;330;1
48;130;Undirected;331;1
48;41;Undirected;332;1
48;136;Undirected;333;1
48;173;Undirected;334;1
48;53;Undirected;335;1
48;70;Undirected;336;1
48;109;Undirected;337;1
48;200;Undirected;338;1
48;35;Undirected;339;1
48;132;Undirected;340;1
48;80;Undirected;341;1
49;182;Undirected;342;1
49;136;Undirected;343;1
49;157;Undirected;344;1
49;138;Undirected;345;1
49;70;Undirected;346;1
49;109;Undirected;347;1
49;189;Undirected;348;1
49;50;Undirected;349;1
49;80;Undirected;350;1
49;130;Undirected;351;1
49;176;Undirected;352;1
50;25;Undirected;353;1
50;11;Undirected;354;1
50;1;Undirected;355;1
50;106;Undirected;356;1
50;151;Undirected;357;1
50;34;Undirected;358;1
50;227;Undirected;359;1
50;95;Undirected;360;1
50;125;Undirected;361;1
50;213;Undirected;362;1
50;194;Undirected;363;1
50;157;Undirected;364;1
50;70;Undirected;365;1
50;200;Undirected;366;1
50;149;Undirected;367;1
50;118;Undirected;368;1
50;207;Undirected;369;1
50;192;Undirected;370;1
50;205;Undirected;371;1
50;19;Undirected;372;1
50;131;Undirected;373;1
50;171;Undirected;374;1
50;168;Undirected;375;1
50;32;Undirected;376;1
50;69;Undirected;377;1
50;150;Undirected;378;1
50;114;Undirected;379;1
50;28;Undirected;380;1
50;73;Undirected;381;1
50;111;Undirected;382;1
50;58;Undirected;383;1
50;49;Undirected;384;1
50;226;Undirected;385;1
50;84;Undirected;386;1
50;169;Undirected;387;1
50;119;Undirected;388;1
50;48;Undirected;389;1
50;163;Undirected;390;1
50;152;Undirected;391;1
50;93;Undirected;392;1
50;175;Undirected;393;1
50;74;Undirected;394;1
50;57;Undirected;395;1
50;159;Undirected;396;1
50;217;Undirected;397;1
50;197;Undirected;398;1
50;134;Undirected;399;1
50;3;Undirected;400;1
50;123;Undirected;401;1
50;211;Undirected;402;1
50;37;Undirected;403;1
50;102;Undirected;404;1
50;65;Undirected;405;1
50;234;Undirected;406;1
50;189;Undirected;407;1
50;165;Undirected;408;1
50;112;Undirected;409;1
50;130;Undirected;410;1
50;176;Undirected;411;1
50;45;Undirected;412;1
50;8;Undirected;413;1
50;98;Undirected;414;1
50;77;Undirected;415;1
50;208;Undirected;416;1
50;199;Undirected;417;1
50;182;Undirected;418;1
50;154;Undirected;419;1
50;186;Undirected;420;1
50;20;Undirected;421;1
50;75;Undirected;422;1
50;164;Undirected;423;1
50;41;Undirected;424;1
50;31;Undirected;425;1
50;172;Undirected;426;1
50;87;Undirected;427;1
50;6;Undirected;428;1
50;193;Undirected;429;1
50;36;Undirected;430;1
50;215;Undirected;431;1
50;88;Undirected;432;1
50;9;Undirected;433;1
50;59;Undirected;434;1
50;27;Undirected;435;1
50;35;Undirected;436;1
50;105;Undirected;437;1
50;214;Undirected;438;1
50;221;Undirected;439;1
50;223;Undirected;440;1
50;229;Undirected;441;1
50;33;Undirected;442;1
50;44;Undirected;443;1
50;10;Undirected;444;1
50;97;Undirected;445;1
50;22;Undirected;446;1
50;195;Undirected;447;1
50;79;Undirected;448;1
50;136;Undirected;449;1
50;198;Undirected;450;1
50;12;Undirected;451;1
50;38;Undirected;452;1
50;228;Undirected;453;1
50;109;Undirected;454;1
50;120;Undirected;455;1
50;104;Undirected;456;1
50;0;Undirected;457;1
50;30;Undirected;458;1
50;132;Undirected;459;1
50;185;Undirected;460;1
50;80;Undirected;461;1
50;204;Undirected;462;1
50;219;Undirected;463;1
50;61;Undirected;464;1
50;96;Undirected;465;1
50;128;Undirected;466;1
50;220;Undirected;467;1
50;115;Undirected;468;1
50;68;Undirected;469;1
50;2;Undirected;470;1
50;203;Undirected;471;1
50;53;Undirected;472;1
50;86;Undirected;473;1
50;127;Undirected;474;1
50;210;Undirected;475;1
51;136;Undirected;476;1
51;26;Undirected;477;1
51;72;Undirected;478;1
52;80;Undirected;479;1
53;136;Undirected;480;1
53;226;Undirected;481;1
53;172;Undirected;482;1
53;189;Undirected;483;1
53;50;Undirected;484;1
53;48;Undirected;485;1
53;152;Undirected;486;1
53;118;Undirected;487;1
53;37;Undirected;488;1
54;136;Undirected;489;1
55;105;Undirected;490;1
55;80;Undirected;491;1
55;130;Undirected;492;1
55;37;Undirected;493;1
55;69;Undirected;494;1
56;192;Undirected;495;1
56;70;Undirected;496;1
56;80;Undirected;497;1
57;50;Undirected;498;1
57;204;Undirected;499;1
58;50;Undirected;500;1
59;136;Undirected;501;1
59;154;Undirected;502;1
59;19;Undirected;503;1
59;70;Undirected;504;1
59;180;Undirected;505;1
59;50;Undirected;506;1
59;146;Undirected;507;1
59;130;Undirected;508;1
59;21;Undirected;509;1
59;125;Undirected;510;1
59;88;Undirected;511;1
60;173;Undirected;512;1
60;200;Undirected;513;1
61;84;Undirected;514;1
61;70;Undirected;515;1
61;145;Undirected;516;1
61;30;Undirected;517;1
61;50;Undirected;518;1
61;130;Undirected;519;1
61;97;Undirected;520;1
61;41;Undirected;521;1
62;136;Undirected;522;1
62;40;Undirected;523;1
63;192;Undirected;524;1
63;136;Undirected;525;1
63;200;Undirected;526;1
63;24;Undirected;527;1
64;136;Undirected;528;1
64;124;Undirected;529;1
65;136;Undirected;530;1
65;87;Undirected;531;1
65;154;Undirected;532;1
65;84;Undirected;533;1
65;70;Undirected;534;1
65;27;Undirected;535;1
65;200;Undirected;536;1
65;50;Undirected;537;1
65;48;Undirected;538;1
65;206;Undirected;539;1
65;130;Undirected;540;1
66;192;Undirected;541;1
66;200;Undirected;542;1
66;118;Undirected;543;1
67;80;Undirected;544;1
68;192;Undirected;545;1
68;136;Undirected;546;1
68;65;Undirected;547;1
68;106;Undirected;548;1
68;200;Undirected;549;1
68;50;Undirected;550;1
68;17;Undirected;551;1
69;87;Undirected;552;1
69;154;Undirected;553;1
69;84;Undirected;554;1
69;119;Undirected;555;1
69;50;Undirected;556;1
69;130;Undirected;557;1
69;168;Undirected;558;1
69;125;Undirected;559;1
69;92;Undirected;560;1
69;213;Undirected;561;1
69;41;Undirected;562;1
69;136;Undirected;563;1
69;203;Undirected;564;1
69;80;Undirected;565;1
70;11;Undirected;566;1
70;103;Undirected;567;1
70;106;Undirected;568;1
70;145;Undirected;569;1
70;121;Undirected;570;1
70;213;Undirected;571;1
70;194;Undirected;572;1
70;43;Undirected;573;1
70;157;Undirected;574;1
70;200;Undirected;575;1
70;118;Undirected;576;1
70;133;Undirected;577;1
70;192;Undirected;578;1
70;205;Undirected;579;1
70;19;Undirected;580;1
70;183;Undirected;581;1
70;171;Undirected;582;1
70;168;Undirected;583;1
70;69;Undirected;584;1
70;110;Undirected;585;1
70;84;Undirected;586;1
70;48;Undirected;587;1
70;163;Undirected;588;1
70;119;Undirected;589;1
70;152;Undirected;590;1
70;142;Undirected;591;1
70;56;Undirected;592;1
70;159;Undirected;593;1
70;211;Undirected;594;1
70;102;Undirected;595;1
70;37;Undirected;596;1
70;65;Undirected;597;1
70;100;Undirected;598;1
70;189;Undirected;599;1
70;165;Undirected;600;1
70;130;Undirected;601;1
70;176;Undirected;602;1
70;218;Undirected;603;1
70;77;Undirected;604;1
70;154;Undirected;605;1
70;126;Undirected;606;1
70;50;Undirected;607;1
70;41;Undirected;608;1
70;172;Undirected;609;1
70;191;Undirected;610;1
70;162;Undirected;611;1
70;87;Undirected;612;1
70;193;Undirected;613;1
70;9;Undirected;614;1
70;59;Undirected;615;1
70;105;Undirected;616;1
70;223;Undirected;617;1
70;229;Undirected;618;1
70;44;Undirected;619;1
70;4;Undirected;620;1
70;97;Undirected;621;1
70;22;Undirected;622;1
70;195;Undirected;623;1
70;136;Undirected;624;1
70;198;Undirected;625;1
70;190;Undirected;626;1
70;132;Undirected;627;1
70;80;Undirected;628;1
70;219;Undirected;629;1
70;96;Undirected;630;1
70;128;Undirected;631;1
70;160;Undirected;632;1
70;173;Undirected;633;1
70;78;Undirected;634;1
70;203;Undirected;635;1
70;135;Undirected;636;1
70;86;Undirected;637;1
70;127;Undirected;638;1
71;136;Undirected;639;1
71;134;Undirected;640;1
71;200;Undirected;641;1
72;136;Undirected;642;1
72;51;Undirected;643;1
72;80;Undirected;644;1
72;93;Undirected;645;1
72;37;Undirected;646;1
73;50;Undirected;647;1
74;136;Undirected;648;1
74;172;Undirected;649;1
74;50;Undirected;650;1
74;185;Undirected;651;1
75;136;Undirected;652;1
75;154;Undirected;653;1
75;49;Undirected;654;1
75;128;Undirected;655;1
75;120;Undirected;656;1
75;181;Undirected;657;1
75;50;Undirected;658;1
75;86;Undirected;659;1
75;80;Undirected;660;1
75;77;Undirected;661;1
75;41;Undirected;662;1
76;130;Undirected;663;1
76;22;Undirected;664;1
77;74;Undirected;665;1
77;154;Undirected;666;1
77;84;Undirected;667;1
77;50;Undirected;668;1
77;80;Undirected;669;1
77;130;Undirected;670;1
77;125;Undirected;671;1
77;9;Undirected;672;1
77;111;Undirected;673;1
78;84;Undirected;674;1
78;70;Undirected;675;1
78;80;Undirected;676;1
78;130;Undirected;677;1
79;136;Undirected;678;1
79;50;Undirected;679;1
79;44;Undirected;680;1
80;25;Undirected;681;1
80;11;Undirected;682;1
80;67;Undirected;683;1
80;106;Undirected;684;1
80;1;Undirected;685;1
80;34;Undirected;686;1
80;95;Undirected;687;1
80;125;Undirected;688;1
80;14;Undirected;689;1
80;178;Undirected;690;1
80;43;Undirected;691;1
80;157;Undirected;692;1
80;70;Undirected;693;1
80;52;Undirected;694;1
80;180;Undirected;695;1
80;118;Undirected;696;1
80;192;Undirected;697;1
80;205;Undirected;698;1
80;19;Undirected;699;1
80;131;Undirected;700;1
80;171;Undirected;701;1
80;168;Undirected;702;1
80;69;Undirected;703;1
80;111;Undirected;704;1
80;49;Undirected;705;1
80;84;Undirected;706;1
80;169;Undirected;707;1
80;48;Undirected;708;1
80;163;Undirected;709;1
80;119;Undirected;710;1
80;152;Undirected;711;1
80;56;Undirected;712;1
80;5;Undirected;713;1
80;197;Undirected;714;1
80;18;Undirected;715;1
80;134;Undirected;716;1
80;101;Undirected;717;1
80;122;Undirected;718;1
80;123;Undirected;719;1
80;37;Undirected;720;1
80;155;Undirected;721;1
80;189;Undirected;722;1
80;165;Undirected;723;1
80;130;Undirected;724;1
80;176;Undirected;725;1
80;218;Undirected;726;1
80;231;Undirected;727;1
80;45;Undirected;728;1
80;8;Undirected;729;1
80;98;Undirected;730;1
80;77;Undirected;731;1
80;55;Undirected;732;1
80;154;Undirected;733;1
80;212;Undirected;734;1
80;20;Undirected;735;1
80;50;Undirected;736;1
80;75;Undirected;737;1
80;164;Undirected;738;1
80;41;Undirected;739;1
80;129;Undirected;740;1
80;191;Undirected;741;1
80;230;Undirected;742;1
80;162;Undirected;743;1
80;87;Undirected;744;1
80;193;Undirected;745;1
80;29;Undirected;746;1
80;9;Undirected;747;1
80;27;Undirected;748;1
80;35;Undirected;749;1
80;223;Undirected;750;1
80;229;Undirected;751;1
80;44;Undirected;752;1
80;4;Undirected;753;1
80;10;Undirected;754;1
80;22;Undirected;755;1
80;195;Undirected;756;1
80;79;Undirected;757;1
80;136;Undirected;758;1
80;198;Undirected;759;1
80;190;Undirected;760;1
80;109;Undirected;761;1
80;120;Undirected;762;1
80;0;Undirected;763;1
80;107;Undirected;764;1
80;132;Undirected;765;1
80;185;Undirected;766;1
80;204;Undirected;767;1
80;219;Undirected;768;1
80;96;Undirected;769;1
80;128;Undirected;770;1
80;2;Undirected;771;1
80;160;Undirected;772;1
80;91;Undirected;773;1
80;173;Undirected;774;1
80;78;Undirected;775;1
80;138;Undirected;776;1
80;203;Undirected;777;1
80;135;Undirected;778;1
80;86;Undirected;779;1
80;210;Undirected;780;1
81;13;Undirected;781;1
81;130;Undirected;782;1
82;205;Undirected;783;1
82;192;Undirected;784;1
82;136;Undirected;785;1
82;105;Undirected;786;1
82;59;Undirected;787;1
82;157;Undirected;788;1
82;229;Undirected;789;1
82;44;Undirected;790;1
82;219;Undirected;791;1
83;192;Undirected;792;1
83;136;Undirected;793;1
83;90;Undirected;794;1
83;106;Undirected;795;1
83;200;Undirected;796;1
84;105;Undirected;797;1
84;25;Undirected;798;1
84;11;Undirected;799;1
84;154;Undirected;800;1
84;163;Undirected;801;1
84;50;Undirected;802;1
84;48;Undirected;803;1
84;152;Undirected;804;1
84;75;Undirected;805;1
84;213;Undirected;806;1
84;136;Undirected;807;1
84;134;Undirected;808;1
84;70;Undirected;809;1
84;109;Undirected;810;1
84;190;Undirected;811;1
84;200;Undirected;812;1
84;185;Undirected;813;1
84;80;Undirected;814;1
84;123;Undirected;815;1
84;37;Undirected;816;1
84;205;Undirected;817;1
84;192;Undirected;818;1
84;19;Undirected;819;1
84;65;Undirected;820;1
84;128;Undirected;821;1
84;115;Undirected;822;1
84;189;Undirected;823;1
84;112;Undirected;824;1
84;2;Undirected;825;1
84;130;Undirected;826;1
84;168;Undirected;827;1
84;69;Undirected;828;1
84;9;Undirected;829;1
84;150;Undirected;830;1
84;45;Undirected;831;1
84;203;Undirected;832;1
84;27;Undirected;833;1
84;28;Undirected;834;1
84;35;Undirected;835;1
84;181;Undirected;836;1
84;179;Undirected;837;1
84;98;Undirected;838;1
84;127;Undirected;839;1
84;77;Undirected;840;1
84;210;Undirected;841;1
85;136;Undirected;842;1
85;172;Undirected;843;1
86;49;Undirected;844;1
86;84;Undirected;845;1
86;50;Undirected;846;1
86;80;Undirected;847;1
86;130;Undirected;848;1
86;75;Undirected;849;1
86;9;Undirected;850;1
86;41;Undirected;851;1
87;105;Undirected;852;1
87;25;Undirected;853;1
87;154;Undirected;854;1
87;84;Undirected;855;1
87;212;Undirected;856;1
87;48;Undirected;857;1
87;50;Undirected;858;1
87;163;Undirected;859;1
87;10;Undirected;860;1
87;97;Undirected;861;1
87;194;Undirected;862;1
87;213;Undirected;863;1
87;41;Undirected;864;1
87;136;Undirected;865;1
87;90;Undirected;866;1
87;70;Undirected;867;1
87;109;Undirected;868;1
87;30;Undirected;869;1
87;80;Undirected;870;1
87;118;Undirected;871;1
87;205;Undirected;872;1
87;230;Undirected;873;1
87;65;Undirected;874;1
87;115;Undirected;875;1
87;189;Undirected;876;1
87;130;Undirected;877;1
87;168;Undirected;878;1
87;176;Undirected;879;1
87;9;Undirected;880;1
87;127;Undirected;881;1
88;59;Undirected;882;1
88;61;Undirected;883;1
88;104;Undirected;884;1
88;50;Undirected;885;1
88;32;Undirected;886;1
89;18;Undirected;887;1
90;192;Undirected;888;1
90;136;Undirected;889;1
90;45;Undirected;890;1
90;200;Undirected;891;1
90;75;Undirected;892;1
90;83;Undirected;893;1
91;132;Undirected;894;1
91;213;Undirected;895;1
92;136;Undirected;896;1
92;87;Undirected;897;1
92;80;Undirected;898;1
92;130;Undirected;899;1
93;136;Undirected;900;1
93;157;Undirected;901;1
93;106;Undirected;902;1
93;50;Undirected;903;1
93;185;Undirected;904;1
93;111;Undirected;905;1
94;18;Undirected;906;1
95;154;Undirected;907;1
95;49;Undirected;908;1
95;50;Undirected;909;1
95;44;Undirected;910;1
95;80;Undirected;911;1
95;41;Undirected;912;1
96;11;Undirected;913;1
96;84;Undirected;914;1
96;27;Undirected;915;1
96;106;Undirected;916;1
96;70;Undirected;917;1
96;50;Undirected;918;1
96;80;Undirected;919;1
96;149;Undirected;920;1
96;130;Undirected;921;1
96;98;Undirected;922;1
97;136;Undirected;923;1
97;59;Undirected;924;1
97;154;Undirected;925;1
97;134;Undirected;926;1
97;61;Undirected;927;1
97;70;Undirected;928;1
97;50;Undirected;929;1
97;68;Undirected;930;1
97;130;Undirected;931;1
97;41;Undirected;932;1
98;136;Undirected;933;1
98;154;Undirected;934;1
98;84;Undirected;935;1
98;12;Undirected;936;1
98;50;Undirected;937;1
98;80;Undirected;938;1
98;93;Undirected;939;1
98;72;Undirected;940;1
98;41;Undirected;941;1
99;136;Undirected;942;1
99;26;Undirected;943;1
99;140;Undirected;944;1
100;70;Undirected;945;1
101;136;Undirected;946;1
101;87;Undirected;947;1
101;191;Undirected;948;1
101;80;Undirected;949;1
101;41;Undirected;950;1
102;192;Undirected;951;1
102;50;Undirected;952;1
102;152;Undirected;953;1
102;41;Undirected;954;1
102;194;Undirected;955;1
102;136;Undirected;956;1
102;172;Undirected;957;1
102;70;Undirected;958;1
102;80;Undirected;959;1
102;118;Undirected;960;1
102;127;Undirected;961;1
103;192;Undirected;962;1
103;173;Undirected;963;1
103;136;Undirected;964;1
103;154;Undirected;965;1
103;70;Undirected;966;1
103;82;Undirected;967;1
103;200;Undirected;968;1
103;41;Undirected;969;1
104;136;Undirected;970;1
104;223;Undirected;971;1
104;82;Undirected;972;1
104;50;Undirected;973;1
104;185;Undirected;974;1
104;41;Undirected;975;1
105;154;Undirected;976;1
105;87;Undirected;977;1
105;84;Undirected;978;1
105;115;Undirected;979;1
105;50;Undirected;980;1
105;2;Undirected;981;1
105;130;Undirected;982;1
105;213;Undirected;983;1
105;136;Undirected;984;1
105;45;Undirected;985;1
105;70;Undirected;986;1
105;35;Undirected;987;1
105;104;Undirected;988;1
105;180;Undirected;989;1
105;80;Undirected;990;1
105;102;Undirected;991;1
105;63;Undirected;992;1
106;84;Undirected;993;1
106;115;Undirected;994;1
106;189;Undirected;995;1
106;50;Undirected;996;1
106;163;Undirected;997;1
106;165;Undirected;998;1
106;130;Undirected;999;1
106;176;Undirected;1000;1
106;79;Undirected;1001;1
106;41;Undirected;1002;1
106;136;Undirected;1003;1
106;70;Undirected;1004;1
106;109;Undirected;1005;1
106;35;Undirected;1006;1
106;80;Undirected;1007;1
107;80;Undirected;1008;1
108;173;Undirected;1009;1
109;105;Undirected;1010;1
109;49;Undirected;1011;1
109;87;Undirected;1012;1
109;84;Undirected;1013;1
109;106;Undirected;1014;1
109;48;Undirected;1015;1
109;50;Undirected;1016;1
109;20;Undirected;1017;1
109;130;Undirected;1018;1
109;41;Undirected;1019;1
109;136;Undirected;1020;1
109;45;Undirected;1021;1
109;70;Undirected;1022;1
109;203;Undirected;1023;1
109;200;Undirected;1024;1
109;80;Undirected;1025;1
109;118;Undirected;1026;1
109;24;Undirected;1027;1
110;13;Undirected;1028;1
110;70;Undirected;1029;1
110;80;Undirected;1030;1
110;130;Undirected;1031;1
111;192;Undirected;1032;1
111;154;Undirected;1033;1
111;84;Undirected;1034;1
111;50;Undirected;1035;1
111;44;Undirected;1036;1
111;130;Undirected;1037;1
111;168;Undirected;1038;1
111;97;Undirected;1039;1
111;125;Undirected;1040;1
111;41;Undirected;1041;1
111;136;Undirected;1042;1
111;224;Undirected;1043;1
111;82;Undirected;1044;1
111;80;Undirected;1045;1
112;84;Undirected;1046;1
112;50;Undirected;1047;1
112;175;Undirected;1048;1
113;201;Undirected;1049;1
113;130;Undirected;1050;1
114;136;Undirected;1051;1
114;50;Undirected;1052;1
114;22;Undirected;1053;1
115;87;Undirected;1054;1
115;84;Undirected;1055;1
115;50;Undirected;1056;1
115;44;Undirected;1057;1
115;130;Undirected;1058;1
115;136;Undirected;1059;1
115;45;Undirected;1060;1
115;203;Undirected;1061;1
115;200;Undirected;1062;1
115;118;Undirected;1063;1
115;127;Undirected;1064;1
115;54;Undirected;1065;1
116;200;Undirected;1066;1
117;0;Undirected;1067;1
117;80;Undirected;1068;1
